ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_GFP,Intensity_IntegratedIntensityEdge_Tubulin,Intensity_IntegratedIntensity_GFP,Intensity_IntegratedIntensity_Tubulin,Intensity_LowerQuartileIntensity_GFP,Intensity_LowerQuartileIntensity_Tubulin,Intensity_MADIntensity_GFP,Intensity_MADIntensity_Tubulin,Intensity_MassDisplacement_GFP,Intensity_MassDisplacement_Tubulin,Intensity_MaxIntensityEdge_GFP,Intensity_MaxIntensityEdge_Tubulin,Intensity_MaxIntensity_GFP,Intensity_MaxIntensity_Tubulin,Intensity_MeanIntensityEdge_GFP,Intensity_MeanIntensityEdge_Tubulin,Intensity_MeanIntensity_GFP,Intensity_MeanIntensity_Tubulin,Intensity_MedianIntensity_GFP,Intensity_MedianIntensity_Tubulin,Intensity_MinIntensityEdge_GFP,Intensity_MinIntensityEdge_Tubulin,Intensity_MinIntensity_GFP,Intensity_MinIntensity_Tubulin,Intensity_StdIntensityEdge_GFP,Intensity_StdIntensityEdge_Tubulin,Intensity_StdIntensity_GFP,Intensity_StdIntensity_Tubulin,Intensity_UpperQuartileIntensity_GFP,Intensity_UpperQuartileIntensity_Tubulin
1,1,1.1904478520154953,5.37972079962492,10.405920498073101,52.95759601891041,0.012939650565385818,0.04956130310893059,0.0012207217514514923,0.0156252384185791,0.2784858235939865,1.3984058174241782,0.017822537571191788,0.1105973944067955,0.021240558475255966,0.13305866718292236,0.013683308643856269,0.06183587126005655,0.014100163276521816,0.07175826018822548,0.01416037231683731,0.07568474858999252,0.009765774011611938,0.024170290678739548,0.009033340960741043,0.024170290678739548,0.0017771695043685143,0.026139103490962476,0.0018031383155829935,0.023842299451143145,0.015136949717998505,0.08813611418008804
1,2,1.9487602040171623,11.47429633885622,23.51671625301242,218.03457935899496,0.013427939265966415,0.10840009152889252,0.0012207217514514923,0.02807660400867462,0.20147967032397762,1.969189060419298,0.017822537571191788,0.16675059497356415,0.02221713587641716,0.3364309072494507,0.01362769373438575,0.08023983453745609,0.014753272429744302,0.13678455417753763,0.014648661017417908,0.13452354073524475,0.009033340960741043,0.029541466385126114,0.009033340960741043,0.029541466385126114,0.001695330534973317,0.02927158923939106,0.001960324553780313,0.04913893679761954,0.0161135271191597,0.16552987694740295
1,3,1.5307850763201714,8.596322678029537,18.19192797318101,122.7560253739357,0.012939650565385818,0.0639658197760582,0.0012207217514514923,0.021728843450546265,0.39357216813382806,3.7389224531356633,0.018554970622062683,0.15503166615962982,0.02075226977467537,0.24731822311878204,0.01354677058690417,0.0760736520179605,0.014157142391580552,0.09552998083574762,0.01416037231683731,0.0783703401684761,0.008545052260160446,0.02392614632844925,0.008545052260160446,0.02392614632844925,0.0019866574337014985,0.0376226151653084,0.0018913642523355255,0.048441187217584086,0.015381094068288803,0.11761654168367386
1,4,1.6770275421440601,9.79116515442729,22.23202868178487,159.76830955967307,0.013183794915676117,0.06903181783854961,0.0012207217514514923,0.02233920618891716,0.1671108933981805,2.0755540384799422,0.018066681921482086,0.3496147096157074,0.020019836723804474,0.3505913019180298,0.013634370261333822,0.07960296873518122,0.014483406307351706,0.10408358928968929,0.01440451666712761,0.08703746274113655,0.010009918361902237,0.034180209040641785,0.007324330508708954,0.034180209040641785,0.0015773381454412432,0.04944361730365809,0.0018700282267405672,0.05194968131730244,0.0158693827688694,0.12451361864805222
1,5,1.6089112684130669,9.140764620155096,19.578912027180195,122.0299403630197,0.012939650565385818,0.06787212938070297,0.0012207217514514923,0.0158693790435791,0.1200906106019743,1.768614900163617,0.018066681921482086,0.1442893147468567,0.02075226977467537,0.17114518582820892,0.013634841257737855,0.07746410695046692,0.014177343973338303,0.08836346152282383,0.01416037231683731,0.08154421299695969,0.009765774011611938,0.03955138474702835,0.008545052260160446,0.03955138474702835,0.001655448682548288,0.026310248877265484,0.0018399720713385408,0.02743108208669158,0.015381094068288803,0.1032120268791914
1,6,1.7583276107907295,11.570245057344437,18.016876474022865,137.3976061269641,0.013916227966547012,0.0800183117389679,0.0013427939265966415,0.030884254723787308,0.3889143433133979,1.5330744564982066,0.019531548023223877,0.23364613950252533,0.021728847175836563,0.2563515603542328,0.014652730089922746,0.09641870881120364,0.015281489799849758,0.11653740977689915,0.015381094068288803,0.11584649607539177,0.010254062712192535,0.03637750819325447,0.00805676355957985,0.03637750819325447,0.002195486160333869,0.05501977019714993,0.0020619561313228074,0.04709786270718822,0.016601815819740295,0.1436179131269455
1,7,1.775906004011631,10.826581340283155,23.063828483223915,152.4791356101632,0.013183794915676117,0.06543068587779999,0.0012207217514514923,0.02221713215112686,0.1430456052400964,3.1579428496603983,0.01757839322090149,0.2404821813106537,0.020263981074094772,0.2734416723251343,0.013983511842611268,0.0852486719707335,0.014307585907707143,0.09459003449761987,0.01416037231683731,0.08422980457544327,0.010009918361902237,0.034180209040641785,0.008789196610450745,0.0317387655377388,0.0015672377660675865,0.037160687026808886,0.0017989231815801789,0.04025936605095536,0.0156252384185791,0.11572442203760147
1,8,2.1289387345314026,26.13711791485548,22.45493247359991,260.82771307975054,0.0156252384185791,0.13330282270908356,0.0014648661017417908,0.0627450942993164,0.2617650553670895,2.337207843488917,0.02221713587641716,0.40454718470573425,0.024658579379320145,0.40454718470573425,0.01650340104287909,0.20261331716942232,0.017115039995121883,0.19880161057907816,0.017090104520320892,0.20019836723804474,0.011963073164224625,0.08569467067718506,0.01123064011335373,0.08398565649986267,0.001988677317061034,0.0674368213990555,0.0021523685601555105,0.06849942835521391,0.018554970622062683,0.2563515603542328
1,9,2.3652704656124115,20.15313982591033,38.956649109721184,330.7115940526128,0.013672083616256714,0.09253071248531342,0.0012207217514514923,0.02636759728193283,0.5548890177121663,2.057114759903341,0.02221713587641716,0.3037155866622925,0.023193713277578354,0.3322804570198059,0.014691120904424915,0.12517478152739336,0.014931640134044149,0.12675798928808463,0.014892805367708206,0.11767757683992386,0.010498207062482834,0.05249103531241417,0.009277485311031342,0.049805447459220886,0.0022976308913521836,0.07445652495850279,0.001965950516120971,0.04679380766346609,0.016357671469449997,0.14697490632534027
1,10,1.9704890511929989,10.503822457045317,29.785366591066122,217.91665837168694,0.013183794915676117,0.06860456615686417,0.0014648661017417908,0.029419394209980965,0.5532427184301745,4.564536555017258,0.021728847175836563,0.221438929438591,0.021728847175836563,0.31226062774658203,0.013779643714636356,0.07345330389542179,0.014550740884741632,0.10645659910683289,0.014648661017417908,0.09033340960741043,0.008789196610450745,0.027588311582803726,0.008300907909870148,0.027588311582803726,0.0019907008291498948,0.05343972074086184,0.0019987042621235,0.05366568635134101,0.0158693827688694,0.13702601566910744
