ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_GFP,Intensity_IntegratedIntensityEdge_Tubulin,Intensity_IntegratedIntensity_GFP,Intensity_IntegratedIntensity_Tubulin,Intensity_LowerQuartileIntensity_GFP,Intensity_LowerQuartileIntensity_Tubulin,Intensity_MADIntensity_GFP,Intensity_MADIntensity_Tubulin,Intensity_MassDisplacement_GFP,Intensity_MassDisplacement_Tubulin,Intensity_MaxIntensityEdge_GFP,Intensity_MaxIntensityEdge_Tubulin,Intensity_MaxIntensity_GFP,Intensity_MaxIntensity_Tubulin,Intensity_MeanIntensityEdge_GFP,Intensity_MeanIntensityEdge_Tubulin,Intensity_MeanIntensity_GFP,Intensity_MeanIntensity_Tubulin,Intensity_MedianIntensity_GFP,Intensity_MedianIntensity_Tubulin,Intensity_MinIntensityEdge_GFP,Intensity_MinIntensityEdge_Tubulin,Intensity_MinIntensity_GFP,Intensity_MinIntensity_Tubulin,Intensity_StdIntensityEdge_GFP,Intensity_StdIntensityEdge_Tubulin,Intensity_StdIntensity_GFP,Intensity_StdIntensity_Tubulin,Intensity_UpperQuartileIntensity_GFP,Intensity_UpperQuartileIntensity_Tubulin
1,1,2.449256122112274,13.450400687754154,32.36865796148777,234.9440175667405,0.01757839322090149,0.11352712661027908,0.0012207217514514923,0.02392614632844925,0.012863737243891086,1.6487092575167617,0.022705424576997757,0.18628214299678802,0.02710002288222313,0.29736781120300293,0.018278030762031897,0.10037612453547877,0.018797130058935987,0.13643671171123142,0.01879911497235298,0.13257038593292236,0.013672083616256714,0.03808651864528656,0.011963073164224625,0.03808651864528656,0.0017401661767474273,0.043343885297363154,0.0018996251027610896,0.04434359087986082,0.020019836723804474,0.16321049630641937
1,2,1.8628213927149773,4.934157352894545,18.31570915877819,56.82703961804509,0.01757839322090149,0.04419012740254402,0.0012207217514514923,0.011963073164224625,0.05854485073829316,1.242573421346002,0.02368200197815895,0.09692531079053879,0.02368200197815895,0.10693522542715073,0.01862821392714977,0.04934157352894544,0.01878534272695199,0.058284143197994964,0.01879911497235298,0.05566491186618805,0.014648661017417908,0.029297322034835815,0.013183794915676117,0.029297322034835815,0.0019444377072771355,0.01603764593236223,0.0018026182238068387,0.01663440521511565,0.020019836723804474,0.06884870678186417
1,3,2.2278171963989735,12.351018771529198,27.200366210192442,205.73141285032034,0.019531548023223877,0.11462577432394028,0.003662165254354477,0.05590905249118805,0.5494283844585852,1.861232860894548,0.023437857627868652,0.2688029408454895,0.037354085594415665,0.43848326802253723,0.01920532065861184,0.10647429975456205,0.023652492356689078,0.178896880739409,0.02221713587641716,0.1755397915840149,0.013916227966547012,0.04589913785457611,0.013916227966547012,0.04589913785457611,0.0017444068215757506,0.03661995228482134,0.005089815658790062,0.07436062357418102,0.027832455933094025,0.22717632353305817
1,4,2.1330891884863377,11.676692068576813,19.744930185377598,119.85510228574276,0.017822537571191788,0.0961928740143776,0.0012207217514514923,0.018066681921482086,0.14393887607443376,0.7261996942214775,0.023437857627868652,0.190920889377594,0.026367589831352234,0.19971008598804474,0.01887689547333042,0.10333355812899835,0.019132684288156586,0.11613866500556469,0.01904325932264328,0.11621271073818207,0.013916227966547012,0.06567483395338058,0.01269550621509552,0.06567483395338058,0.0018662193179325565,0.028561620477807803,0.0018849169223881536,0.025172951113968143,0.02050812542438507,0.13208208978176117
1,5,1.855985350906849,9.927397765219212,19.251758597791195,152.59827771037817,0.018066681921482086,0.12085145711898804,0.0014648661017417908,0.030518047511577606,0.05943577495910841,0.7127572379397032,0.02392614632844925,0.22754253447055817,0.02539101243019104,0.3295948803424835,0.018747326776836857,0.10027674510322436,0.019407014715515317,0.15382890898223606,0.019531548023223877,0.15210193395614624,0.013427939265966415,0.05249103531241417,0.013427939265966415,0.05249103531241417,0.0019835208644380584,0.04063339001634729,0.0019742359870623676,0.05138958671253824,0.02075226977467537,0.18188753724098206
1,6,2.348424505442381,8.329228762537241,31.4921797439456,192.2124082967639,0.018066681921482086,0.09008926898241043,0.0012207217514514923,0.02710001915693283,0.03509098955426927,0.8064604593696092,0.022949568927288055,0.11865415424108505,0.026611734181642532,0.2719767987728119,0.018491531538916386,0.06558447844517512,0.019463646318878616,0.11879629684596038,0.019531548023223877,0.11377126723527908,0.012207217514514923,0.0317387655377388,0.012207217514514923,0.0317387655377388,0.00189292318408404,0.02231421256205576,0.0019607868065557883,0.04174047573362732,0.02075226977467537,0.14819562435150146
1,7,2.0952468141913414,11.842466063797474,22.849225599318743,139.19768280163407,0.017822537571191788,0.08636606484651566,0.0012207217514514923,0.02563515305519104,0.06748450861222226,2.4546875473338026,0.023437857627868652,0.21582360565662384,0.026611734181642532,0.23022812604904175,0.01887609742514722,0.1066888834576349,0.01918490814384445,0.11687462871673726,0.01928740367293358,0.10888838022947311,0.014648661017417908,0.048584725707769394,0.013427939265966415,0.0473640039563179,0.0017711878576695582,0.05127247731570101,0.0019832373718744974,0.040649993249309894,0.02050812542438507,0.14019989967346191
1,8,2.6506752111017704,14.001190450042486,32.73072403296828,164.56110777705908,0.017822537571191788,0.08398565649986267,0.0012207217514514923,0.010986492037773132,0.03534549145456258,1.1464201361058446,0.02392614632844925,0.16943618655204773,0.02563515678048134,0.1743190735578537,0.018933394365012644,0.10000850321458919,0.019151974273240658,0.09629087640553487,0.01904325932264328,0.0944838672876358,0.01416037231683731,0.0471198596060276,0.012451361864805222,0.04565499350428581,0.0018644530306510308,0.021646913230376152,0.0018540707024455453,0.020559000437303146,0.02050812542438507,0.10571450740098953
1,9,2.721477072685957,12.278019603341818,36.45929655060172,163.3582084737718,0.020019836723804474,0.08349736779928207,0.0017090104520320892,0.01123064011335373,0.25254593132792097,1.0095073856335535,0.026611734181642532,0.15429922938346863,0.029053177684545517,0.15551994740962982,0.020159089427303385,0.09094829335808755,0.021573548254793917,0.09666166181879988,0.021484702825546265,0.09326314181089401,0.015136949717998505,0.05981536582112312,0.015136949717998505,0.05981536582112312,0.0020935849508259326,0.01993910549966505,0.0023120201272627022,0.017913523750212056,0.023193713277578354,0.10742351412773132
1,10,2.267612725496292,19.29716968536377,27.531914237886667,253.6579258069396,0.01879911497235298,0.13598839938640594,0.0012207217514514923,0.0319828987121582,0.12689782389817694,2.1925553987353044,0.024414435029029846,0.35840392112731934,0.026367589831352234,0.5439535975456238,0.019718371526054716,0.16780147552490235,0.020037783288127123,0.18461275531800553,0.020019836723804474,0.16723887622356415,0.015381094068288803,0.07177843898534775,0.013672083616256714,0.07177843898534775,0.0018829846898265061,0.06530708184373075,0.001906459458966497,0.07549030826095533,0.021240558475255966,0.20019836723804474
